wav_046.wav,wav_046.label
wav_048.wav,wav_048.label
wav_050.wav,wav_050.label
wav_052.wav,wav_052.label
wav_054.wav,wav_054.label
wav_056.wav,wav_056.label
wav_058.wav,wav_058.label
wav_060.wav,wav_060.label
wav_062.wav,wav_062.label
wav_064.wav,wav_064.label
wav_066.wav,wav_066.label
wav_068.wav,wav_068.label
wav_070.wav,wav_070.label
wav_072.wav,wav_072.label
wav_074.wav,wav_074.label
wav_076.wav,wav_076.label
wav_078.wav,wav_078.label
wav_080.wav,wav_080.label
wav_082.wav,wav_082.label
wav_084.wav,wav_084.label
wav_086.wav,wav_086.label
wav_088.wav,wav_088.label
wav_090.wav,wav_090.label
wav_092.wav,wav_092.label
wav_094.wav,wav_094.label
wav_096.wav,wav_096.label
wav_098.wav,wav_098.label
wav_100.wav,wav_100.label
wav_001.wav,wav_001.label
wav_002.wav,wav_002.label
wav_003.wav,wav_003.label
wav_004.wav,wav_004.label
wav_005.wav,wav_005.label
wav_006.wav,wav_006.label
wav_007.wav,wav_007.label
wav_008.wav,wav_008.label
wav_009.wav,wav_009.label
wav_010.wav,wav_010.label
wav_011.wav,wav_011.label
wav_012.wav,wav_012.label
wav_013.wav,wav_013.label
wav_014.wav,wav_014.label
wav_015.wav,wav_015.label
wav_016.wav,wav_016.label
wav_017.wav,wav_017.label
wav_018.wav,wav_018.label
wav_019.wav,wav_019.label
wav_020.wav,wav_020.label
wav_021.wav,wav_021.label
wav_022.wav,wav_022.label
wav_023.wav,wav_023.label
wav_024.wav,wav_024.label
wav_025.wav,wav_025.label
wav_026.wav,wav_026.label
wav_027.wav,wav_027.label
wav_028.wav,wav_028.label
wav_029.wav,wav_029.label
wav_030.wav,wav_030.label
wav_031.wav,wav_031.label
wav_032.wav,wav_032.label
wav_033.wav,wav_033.label
wav_034.wav,wav_034.label
wav_035.wav,wav_035.label
wav_036.wav,wav_036.label
wav_037.wav,wav_037.label
wav_038.wav,wav_038.label
wav_039.wav,wav_039.label
wav_040.wav,wav_040.label
wav_041.wav,wav_041.label
wav_042.wav,wav_042.label
wav_043.wav,wav_043.label
wav_044.wav,wav_044.label
wav_045.wav,wav_045.label
wav_047.wav,wav_047.label
wav_049.wav,wav_049.label
wav_051.wav,wav_051.label
wav_053.wav,wav_053.label
wav_055.wav,wav_055.label
wav_057.wav,wav_057.label
wav_059.wav,wav_059.label
wav_061.wav,wav_061.label
wav_063.wav,wav_063.label
wav_065.wav,wav_065.label
wav_067.wav,wav_067.label
wav_069.wav,wav_069.label
wav_071.wav,wav_071.label
wav_073.wav,wav_073.label
wav_075.wav,wav_075.label
wav_077.wav,wav_077.label
wav_079.wav,wav_079.label
wav_081.wav,wav_081.label
wav_083.wav,wav_083.label
wav_085.wav,wav_085.label
wav_087.wav,wav_087.label
wav_089.wav,wav_089.label
wav_091.wav,wav_091.label
wav_093.wav,wav_093.label
wav_095.wav,wav_095.label
wav_097.wav,wav_097.label
wav_099.wav,wav_099.label
